公投案,縣市,鄉鎮市區,同意票數,不同意票數,有效票數,無效票數,投票數,投票權人數,投票率(%),有效同意票數對投票權人數百分比(%)
第13案,桃園市,大溪區,"17,905","21,660","39,565","2,146","41,711","78,285",53.28%,22.87%
第13案,桃園市,楊梅區,"25,154","42,561","67,715","2,889","70,604","137,917",51.19%,18.24%
第13案,桃園市,蘆竹區,"28,046","35,267","63,313","2,857","66,170","129,252",51.19%,21.7%
第13案,桃園市,大園區,"16,658","19,025","35,683","1,665","37,348","73,900",50.54%,22.54%
第13案,桃園市,龜山區,"28,405","34,199","62,604","2,644","65,248","131,702",49.54%,21.57%
第13案,桃園市,八德區,"33,762","46,266","80,028","3,903","83,931","165,065",50.85%,20.45%
第13案,桃園市,龍潭區,"19,021","33,219","52,240","2,425","54,665","101,574",53.82%,18.73%
第13案,桃園市,平鎮區,"36,737","57,455","94,192","3,912","98,104","183,560",53.45%,20.01%
第13案,桃園市,新屋區,"9,811","12,325","22,136","1,140","23,276","41,461",56.14%,23.66%
第13案,桃園市,觀音區,"12,464","14,403","26,867","1,326","28,193","55,149",51.12%,22.6%
第13案,桃園市,復興區,"1,806","3,097","4,903",298,"5,201","9,766",53.26%,18.49%
第13案,臺中市,中區,"3,924","4,112","8,036",365,"8,401","14,696",57.17%,26.7%
第13案,臺中市,東區,"16,941","19,589","36,530","1,760","38,290","64,291",59.56%,26.35%
第13案,臺中市,南區,"27,658","33,699","61,357","2,729","64,086","103,643",61.83%,26.69%
第13案,臺中市,西區,"24,080","30,113","54,193","2,028","56,221","95,040",59.16%,25.34%
第13案,臺中市,北區,"29,447","39,060","68,507","2,757","71,264","124,621",57.18%,23.63%
第13案,臺中市,西屯區,"42,283","60,892","103,175","4,271","107,446","183,814",58.45%,23%
第13案,臺中市,南屯區,"33,372","45,708","79,080","3,333","82,413","135,448",60.84%,24.64%
第13案,臺中市,北屯區,"52,336","74,638","126,974","4,910","131,884","227,720",57.91%,22.98%
第13案,臺中市,豐原區,"35,654","43,291","78,945","3,839","82,784","136,658",60.58%,26.09%
第13案,臺中市,東勢區,"9,348","14,659","24,007","1,511","25,518","43,181",59.1%,21.65%
第13案,臺中市,大甲區,"15,257","19,469","34,726","1,898","36,624","63,069",58.07%,24.19%
第13案,臺中市,清水區,"17,895","22,161","40,056","2,216","42,272","71,528",59.1%,25.02%
第13案,臺中市,沙鹿區,"17,498","23,018","40,516","2,000","42,516","74,207",57.29%,23.58%
第13案,臺中市,梧棲區,"11,670","14,094","25,764","1,306","27,070","47,040",57.55%,24.81%
第13案,臺中市,后里區,"10,863","14,165","25,028","1,385","26,413","44,962",58.75%,24.16%
第13案,臺中市,神岡區,"14,344","16,724","31,068","1,666","32,734","54,565",59.99%,26.29%
第13案,臺中市,潭子區,"21,605","28,122","49,727","2,169","51,896","89,487",57.99%,24.14%
第13案,臺中市,大雅區,"17,763","24,830","42,593","2,100","44,693","77,189",57.9%,23.01%
第13案,臺中市,新社區,"4,811","6,058","10,869",612,"11,481","20,860",55.04%,23.06%
第13案,臺中市,石岡區,"3,080","4,148","7,228",455,"7,683","12,880",59.65%,23.91%
第13案,臺中市,外埔區,"6,256","8,799","15,055",857,"15,912","27,059",58.8%,23.12%
第13案,臺中市,大安區,"4,122","5,051","9,173",610,"9,783","16,520",59.22%,24.95%
第13案,臺中市,烏日區,"15,313","19,254","34,567","1,901","36,468","61,705",59.1%,24.82%
第13案,臺中市,大肚區,"11,483","14,998","26,481","1,402","27,883","47,457",58.75%,24.2%
第13案,臺中市,龍井區,"14,854","19,576","34,430","1,694","36,124","63,584",56.81%,23.36%
第13案,臺中市,霧峰區,"13,869","17,722","31,591","2,013","33,604","55,225",60.85%,25.11%
第13案,臺中市,太平區,"35,443","47,614","83,057","4,008","87,065","157,926",55.13%,22.44%
第13案,臺中市,大里區,"41,337","51,702","93,039","4,281","97,320","171,769",56.66%,24.07%
第13案,臺中市,和平區,"2,060","3,598","5,658",313,"5,971","9,498",62.87%,21.69%
第13案,臺南市,新營區,"15,671","16,160","31,831","1,133","32,964","64,949",50.75%,24.13%
第13案,臺南市,鹽水區,"6,084","4,506","10,590",557,"11,147","22,121",50.39%,27.5%
第13案,臺南市,白河區,"6,281","4,451","10,732",636,"11,368","24,894",45.67%,25.23%
第13案,臺南市,柳營區,"4,986","3,974","8,960",619,"9,579","18,804",50.94%,26.52%
第13案,臺南市,後壁區,"5,630","3,985","9,615",666,"10,281","20,841",49.33%,27.01%
第13案,臺南市,東山區,"3,823","3,010","6,833",453,"7,286","18,471",39.45%,20.7%
第13案,臺南市,麻豆區,"11,585","7,284","18,869",784,"19,653","37,963",51.77%,30.52%
第13案,臺南市,下營區,"5,732","3,964","9,696",576,"10,272","20,947",49.04%,27.36%
第13案,臺南市,六甲區,"5,182","3,886","9,068",528,"9,596","19,144",50.13%,27.07%
第13案,臺南市,官田區,"5,375","3,614","8,989",484,"9,473","18,675",50.73%,28.78%
第13案,臺南市,大內區,"2,317","1,737","4,054",259,"4,313","8,654",49.84%,26.77%
第13案,臺南市,佳里區,"14,077","11,615","25,692","1,147","26,839","50,407",53.24%,27.93%
第13案,臺南市,學甲區,"6,136","4,365","10,501",555,"11,056","22,567",48.99%,27.19%
第13案,臺南市,西港區,"5,737","4,361","10,098",523,"10,621","21,564",49.25%,26.6%
第13案,臺南市,七股區,"5,398","3,748","9,146",501,"9,647","19,950",48.36%,27.06%
第13案,臺南市,將軍區,"4,851","3,218","8,069",398,"8,467","17,754",47.69%,27.32%
第13案,臺南市,北門區,"2,304","1,803","4,107",188,"4,295","9,925",43.27%,23.21%
第13案,臺南市,新化區,"9,846","9,131","18,977","1,190","20,167","37,296",54.07%,26.4%
第13案,臺南市,善化區,"10,715","8,929","19,644","1,170","20,814","39,950",52.1%,26.82%
第13案,臺南市,新市區,"8,670","7,063","15,733",757,"16,490","30,386",54.27%,28.53%
第13案,臺南市,安定區,"7,400","5,895","13,295",908,"14,203","26,104",54.41%,28.35%
第13案,臺南市,山上區,"1,588","1,170","2,758",192,"2,950","6,511",45.31%,24.39%
第13案,臺南市,玉井區,"2,695","3,045","5,740",380,"6,120","12,357",49.53%,21.81%
第13案,臺南市,楠西區,"1,650","2,029","3,679",239,"3,918","8,528",45.94%,19.35%
第13案,臺南市,南化區,"1,690","1,811","3,501",233,"3,734","7,786",47.96%,21.71%
第13案,臺南市,左鎮區,"1,051",820,"1,871",163,"2,034","4,418",46.04%,23.79%
第13案,臺南市,仁德區,"16,551","16,740","33,291","1,640","34,931","64,632",54.05%,25.61%
第13案,臺南市,歸仁區,"15,705","13,920","29,625","1,309","30,934","57,387",53.9%,27.37%
第13案,臺南市,關廟區,"8,288","7,200","15,488",781,"16,269","29,913",54.39%,27.71%
第13案,臺南市,龍崎區,899,854,"1,753",118,"1,871","3,713",50.39%,24.21%
第13案,臺南市,永康區,"48,369","50,117","98,486","3,912","102,398","195,001",52.51%,24.8%
第13案,臺南市,東區,"39,193","42,054","81,247","3,036","84,283","153,359",54.96%,25.56%
第13案,臺南市,南區,"29,421","25,046","54,467","2,497","56,964","108,650",52.43%,27.08%
第13案,臺南市,北區,"29,375","28,648","58,023","2,485","60,508","110,906",54.56%,26.49%
第13案,臺南市,安南區,"43,287","37,148","80,435","3,855","84,290","159,654",52.8%,27.11%
第13案,臺南市,安平區,"13,735","13,614","27,349","1,023","28,372","55,379",51.23%,24.8%
第13案,臺南市,中西區,"19,112","16,001","35,113","1,560","36,673","65,261",56.19%,29.29%
第13案,高雄市,鹽埕區,"7,028","5,717","12,745",457,"13,202","21,617",61.07%,32.51%
第13案,高雄市,鼓山區,"31,453","36,145","67,598","2,321","69,919","114,979",60.81%,27.36%
第13案,高雄市,左營區,"41,066","55,024","96,090","3,319","99,409","161,367",61.6%,25.45%
第13案,高雄市,楠梓區,"41,039","47,325","88,364","3,859","92,223","153,132",60.22%,26.8%
第13案,高雄市,三民區,"84,073","84,839","168,912","6,310","175,222","289,519",60.52%,29.04%
第13案,高雄市,新興區,"13,820","13,072","26,892",965,"27,857","44,355",62.8%,31.16%
第13案,高雄市,前金區,"7,305","7,122","14,427",499,"14,926","23,928",62.38%,30.53%
第13案,高雄市,苓雅區,"43,358","45,565","88,923","3,225","92,148","146,786",62.78%,29.54%
第13案,高雄市,前鎮區,"45,971","46,826","92,797","4,128","96,925","161,797",59.91%,28.41%
第13案,高雄市,旗津區,"7,375","5,403","12,778",768,"13,546","24,860",54.49%,29.67%
第13案,高雄市,小港區,"37,792","38,427","76,219","3,260","79,479","132,733",59.88%,28.47%
第13案,高雄市,鳳山區,"80,679","93,732","174,411","7,435","181,846","300,510",60.51%,26.85%
第13案,高雄市,林園區,"16,857","15,245","32,102","1,695","33,797","59,129",57.16%,28.51%
第13案,高雄市,大寮區,"27,099","26,851","53,950","2,677","56,627","97,309",58.19%,27.85%
第13案,高雄市,大樹區,"10,872","9,517","20,389",985,"21,374","36,772",58.13%,29.57%
第13案,高雄市,大社區,"8,762","7,966","16,728",829,"17,557","30,046",58.43%,29.16%
第13案,高雄市,仁武區,"21,146","21,092","42,238","1,633","43,871","73,611",59.6%,28.73%
第13案,高雄市,鳥松區,"11,883","11,317","23,200",966,"24,166","39,191",61.66%,30.32%
第13案,高雄市,岡山區,"22,483","26,291","48,774","2,034","50,808","81,244",62.54%,27.67%
第13案,高雄市,橋頭區,"10,943","8,929","19,872",922,"20,794","32,565",63.85%,33.6%
第13案,高雄市,燕巢區,"7,213","7,164","14,377",816,"15,193","26,012",58.41%,27.73%
第13案,高雄市,田寮區,"1,838","1,344","3,182",214,"3,396","6,671",50.91%,27.55%
第13案,高雄市,阿蓮區,"6,635","6,419","13,054",658,"13,712","24,534",55.89%,27.04%
第13案,高雄市,路竹區,"12,332","12,501","24,833","1,465","26,298","43,850",59.97%,28.12%
第13案,高雄市,湖內區,"7,333","6,741","14,074",667,"14,741","25,729",57.29%,28.5%
第13案,高雄市,茄萣區,"7,266","6,458","13,724",775,"14,499","26,212",55.31%,27.72%
第13案,高雄市,永安區,"3,574","3,744","7,318",366,"7,684","12,001",64.03%,29.78%
第13案,高雄市,彌陀區,"4,807","4,929","9,736",627,"10,363","16,487",62.86%,29.16%
第13案,高雄市,梓官區,"9,243","8,514","17,757",874,"18,631","31,025",60.05%,29.79%
第13案,高雄市,旗山區,"9,062","8,518","17,580",922,"18,502","31,996",57.83%,28.32%
第13案,高雄市,美濃區,"7,983","10,596","18,579","1,171","19,750","35,311",55.93%,22.61%
第13案,高雄市,六龜區,"2,314","2,752","5,066",465,"5,531","11,501",48.09%,20.12%
第13案,高雄市,甲仙區,"1,133","1,390","2,523",202,"2,725","5,417",50.3%,20.92%
第13案,高雄市,杉林區,"2,294","2,488","4,782",296,"5,078","10,607",47.87%,21.63%
第13案,高雄市,內門區,"3,104","2,956","6,060",457,"6,517","13,002",50.12%,23.87%
第13案,高雄市,茂林區,337,738,"1,075",47,"1,122","1,615",69.47%,20.87%
第13案,高雄市,桃源區,548,"1,289","1,837",89,"1,926","3,498",55.06%,15.67%
第13案,高雄市,那瑪夏區,495,932,"1,427",108,"1,535","2,424",63.33%,20.42%
第13案,新竹縣,竹北市,"30,388","46,425","76,813","3,079","79,892","137,129",58.26%,22.16%
第13案,新竹縣,竹東鎮,"13,976","26,778","40,754","1,936","42,690","78,794",54.18%,17.74%
第13案,新竹縣,新埔鎮,"5,618","9,947","15,565",787,"16,352","28,894",56.59%,19.44%
第13案,新竹縣,關西鎮,"4,766","8,586","13,352",735,"14,087","24,712",57%,19.29%
第13案,新竹縣,湖口鄉,"12,177","22,044","34,221","1,607","35,828","63,511",56.41%,19.17%
第13案,新竹縣,新豐鄉,"9,188","15,404","24,592","1,173","25,765","45,790",56.27%,20.07%
第13案,新竹縣,芎林鄉,"3,394","6,271","9,665",538,"10,203","17,293",59%,19.63%
第13案,新竹縣,橫山鄉,"2,181","4,120","6,301",427,"6,728","11,346",59.3%,19.22%
第13案,新竹縣,北埔鄉,"1,630","2,800","4,430",241,"4,671","8,180",57.1%,19.93%
第13案,新竹縣,寶山鄉,"2,789","4,489","7,278",371,"7,649","12,973",58.96%,21.5%
第13案,新竹縣,峨眉鄉,"1,108","1,764","2,872",207,"3,079","5,068",60.75%,21.86%
第13案,新竹縣,尖石鄉,"1,322","2,023","3,345",171,"3,516","7,364",47.75%,17.95%
第13案,新竹縣,五峰鄉,634,"1,208","1,842",84,"1,926","3,997",48.19%,15.86%
第13案,苗栗縣,苗栗市,"13,675","27,546","41,221","1,839","43,060","74,249",57.99%,18.42%
第13案,苗栗縣,苑裡鎮,"10,084","11,096","21,180","1,352","22,532","38,890",57.94%,25.93%
第13案,苗栗縣,通霄鎮,"6,886","8,240","15,126","1,096","16,222","29,709",54.6%,23.18%
第13案,苗栗縣,竹南鎮,"15,174","21,684","36,858","1,759","38,617","68,528",56.35%,22.14%
第13案,苗栗縣,頭份市,"16,346","29,011","45,357","2,129","47,486","83,617",56.79%,19.55%
第13案,苗栗縣,後龍鎮,"7,316","8,765","16,081","1,096","17,177","30,948",55.5%,23.64%
第13案,苗栗縣,卓蘭鎮,"3,658","4,765","8,423",383,"8,806","14,772",59.61%,24.76%
第13案,苗栗縣,大湖鄉,"2,284","4,100","6,384",402,"6,786","12,653",53.63%,18.05%
第13案,苗栗縣,公館鄉,"5,861","9,817","15,678",994,"16,672","28,318",58.87%,20.7%
第13案,苗栗縣,銅鑼鄉,"2,919","5,279","8,198",467,"8,665","15,424",56.18%,18.93%
第13案,苗栗縣,南庄鄉,"1,507","2,539","4,046",305,"4,351","8,784",49.53%,17.16%
第13案,苗栗縣,頭屋鄉,"2,284","3,557","5,841",288,"6,129","9,390",65.27%,24.32%
第13案,苗栗縣,三義鄉,"2,653","5,168","7,821",354,"8,175","13,889",58.86%,19.1%
第13案,苗栗縣,西湖鄉,"1,213","2,121","3,334",218,"3,552","6,382",55.66%,19.01%
第13案,苗栗縣,造橋鄉,"2,281","3,679","5,960",467,"6,427","11,027",58.28%,20.69%
第13案,苗栗縣,三灣鄉,"1,147","2,026","3,173",220,"3,393","5,852",57.98%,19.6%
第13案,苗栗縣,獅潭鄉,675,"1,240","1,915",138,"2,053","3,968",51.74%,17.01%
第13案,苗栗縣,泰安鄉,"1,078","2,158","3,236",202,"3,438","5,180",66.37%,20.81%
第13案,彰化縣,彰化市,"49,902","60,848","110,750","5,319","116,069","190,995",60.77%,26.13%
第13案,彰化縣,鹿港鎮,"18,762","20,351","39,113","2,215","41,328","70,505",58.62%,26.61%
第13案,彰化縣,和美鎮,"17,982","23,021","41,003","2,066","43,069","75,286",57.21%,23.88%
第13案,彰化縣,線西鄉,"3,468","4,493","7,961",497,"8,458","14,065",60.14%,24.66%
第13案,彰化縣,伸港鄉,"7,149","9,123","16,272","1,026","17,298","30,407",56.89%,23.51%
第13案,彰化縣,福興鄉,"10,101","10,335","20,436","1,342","21,778","39,745",54.79%,25.41%
第13案,彰化縣,秀水鄉,"8,386","10,036","18,422",965,"19,387","32,394",59.85%,25.89%
第13案,彰化縣,花壇鄉,"9,653","12,116","21,769","1,418","23,187","38,924",59.57%,24.8%
第13案,彰化縣,芬園鄉,"4,761","5,964","10,725",775,"11,500","20,408",56.35%,23.33%
第13案,彰化縣,員林市,"24,024","31,703","55,727","2,545","58,272","102,028",57.11%,23.55%
第13案,彰化縣,溪湖鎮,"10,763","14,344","25,107","1,310","26,417","45,147",58.51%,23.84%
第13案,彰化縣,田中鎮,"8,539","10,801","19,340","1,180","20,520","35,391",57.98%,24.13%
第13案,彰化縣,大村鄉,"7,869","9,844","17,713",978,"18,691","31,492",59.35%,24.99%
第13案,彰化縣,埔鹽鄉,"6,447","9,403","15,850","1,014","16,864","28,026",60.17%,23%
第13案,彰化縣,埔心鄉,"7,892","9,368","17,260","1,150","18,410","29,642",62.11%,26.62%
第13案,彰化縣,永靖鄉,"8,051","9,655","17,706",967,"18,673","31,239",59.77%,25.77%
第13案,彰化縣,社頭鄉,"9,417","10,689","20,106","1,046","21,152","36,306",58.26%,25.94%
第13案,彰化縣,二水鄉,"3,741","3,952","7,693",480,"8,173","13,339",61.27%,28.05%
第13案,彰化縣,北斗鎮,"6,964","8,461","15,425",870,"16,295","27,593",59.05%,25.24%
第13案,彰化縣,二林鎮,"9,219","12,239","21,458","1,387","22,845","42,976",53.16%,21.45%
第13案,彰化縣,田尾鄉,"5,934","7,252","13,186",703,"13,889","23,179",59.92%,25.6%
第13案,彰化縣,埤頭鄉,"5,962","7,295","13,257",903,"14,160","25,677",55.15%,23.22%
第13案,彰化縣,芳苑鄉,"6,731","6,926","13,657","1,081","14,738","29,291",50.32%,22.98%
第13案,彰化縣,大城鄉,"2,427","2,958","5,385",407,"5,792","14,713",39.37%,16.5%
第13案,彰化縣,竹塘鄉,"3,075","3,532","6,607",465,"7,072","12,821",55.16%,23.98%
第13案,彰化縣,溪州鄉,"6,310","6,266","12,576",828,"13,404","25,405",52.76%,24.84%
第13案,南投縣,南投市,"20,281","28,852","49,133","2,236","51,369","84,328",60.92%,24.05%
第13案,南投縣,埔里鎮,"14,608","23,503","38,111","1,896","40,007","68,763",58.18%,21.24%
第13案,南投縣,草屯鎮,"19,594","26,875","46,469","1,925","48,394","82,922",58.36%,23.63%
第13案,南投縣,竹山鎮,"10,910","14,061","24,971","1,442","26,413","47,034",56.16%,23.2%
第13案,南投縣,集集鎮,"2,235","3,129","5,364",275,"5,639","9,611",58.67%,23.25%
第13案,南投縣,名間鄉,"8,870","10,276","19,146","1,131","20,277","33,408",60.7%,26.55%
第13案,南投縣,鹿谷鄉,"3,428","4,802","8,230",490,"8,720","15,941",54.7%,21.5%
第13案,南投縣,中寮鄉,"3,227","3,982","7,209",469,"7,678","13,181",58.25%,24.48%
第13案,南投縣,魚池鄉,"3,070","4,159","7,229",455,"7,684","13,958",55.05%,21.99%
第13案,南投縣,國姓鄉,"3,596","5,452","9,048",528,"9,576","16,597",57.7%,21.67%
第13案,南投縣,水里鄉,"3,390","4,848","8,238",458,"8,696","15,458",56.26%,21.93%
第13案,南投縣,信義鄉,"2,855","4,238","7,093",704,"7,797","13,299",58.63%,21.47%
第13案,南投縣,仁愛鄉,"2,398","4,386","6,784",370,"7,154","12,589",56.83%,19.05%
第13案,雲林縣,斗六市,"21,383","28,507","49,890","2,164","52,054","89,761",57.99%,23.82%
第13案,雲林縣,斗南鎮,"9,624","11,149","20,773","1,198","21,971","38,138",57.61%,25.23%
第13案,雲林縣,虎尾鎮,"13,438","16,721","30,159","1,428","31,587","58,167",54.3%,23.1%
第13案,雲林縣,西螺鎮,"9,923","9,723","19,646","1,117","20,763","38,142",54.44%,26.02%
第13案,雲林縣,土庫鎮,"5,972","6,117","12,089",855,"12,944","24,412",53.02%,24.46%
第13案,雲林縣,北港鎮,"8,945","8,645","17,590","1,134","18,724","33,958",55.14%,26.34%
第13案,雲林縣,古坑鄉,"6,473","7,378","13,851",916,"14,767","27,477",53.74%,23.56%
第13案,雲林縣,大埤鄉,"4,160","4,038","8,198",508,"8,706","16,509",52.73%,25.2%
第13案,雲林縣,莿桐鄉,"6,611","6,226","12,837",908,"13,745","24,570",55.94%,26.91%
第13案,雲林縣,林內鄉,"3,758","4,413","8,171",670,"8,841","15,551",56.85%,24.17%
第13案,雲林縣,二崙鄉,"6,007","4,882","10,889",647,"11,536","23,367",49.37%,25.71%
第13案,雲林縣,崙背鄉,"4,948","4,833","9,781",665,"10,446","21,050",49.62%,23.51%
第13案,雲林縣,麥寮鄉,"7,504","9,568","17,072","1,258","18,330","37,119",49.38%,20.22%
第13案,雲林縣,東勢鄉,"3,163","3,039","6,202",459,"6,661","13,239",50.31%,23.89%
第13案,雲林縣,褒忠鄉,"2,827","2,858","5,685",310,"5,995","11,381",52.68%,24.84%
第13案,雲林縣,臺西鄉,"4,206","4,886","9,092",681,"9,773","21,125",46.26%,19.91%
第13案,雲林縣,元長鄉,"4,961","4,519","9,480",676,"10,156","22,830",44.49%,21.73%
第13案,雲林縣,四湖鄉,"4,104","3,832","7,936",574,"8,510","20,983",40.56%,19.56%
第13案,雲林縣,口湖鄉,"5,904","4,971","10,875",824,"11,699","24,193",48.36%,24.4%
第13案,雲林縣,水林鄉,"5,439","4,099","9,538",615,"10,153","22,508",45.11%,24.16%
第13案,嘉義縣,太保市,"8,074","8,157","16,231",833,"17,064","31,568",54.05%,25.58%
第13案,嘉義縣,朴子市,"8,989","8,484","17,473","1,049","18,522","35,191",52.63%,25.54%
第13案,嘉義縣,布袋鎮,"5,637","5,557","11,194",756,"11,950","23,965",49.86%,23.52%
第13案,嘉義縣,大林鎮,"6,763","6,675","13,438",784,"14,222","26,922",52.83%,25.12%
第13案,嘉義縣,民雄鄉,"16,033","15,073","31,106","1,892","32,998","61,209",53.91%,26.19%
第13案,嘉義縣,溪口鄉,"3,716","2,754","6,470",430,"6,900","13,105",52.65%,28.36%
第13案,嘉義縣,新港鄉,"8,171","6,024","14,195",892,"15,087","27,342",55.18%,29.88%
第13案,嘉義縣,六腳鄉,"4,734","3,723","8,457",612,"9,069","20,821",43.56%,22.74%
第13案,嘉義縣,東石鄉,"4,475","3,938","8,413",693,"9,106","21,915",41.55%,20.42%
第13案,嘉義縣,義竹鄉,"4,412","3,735","8,147",523,"8,670","16,647",52.08%,26.5%
第13案,嘉義縣,鹿草鄉,"3,491","2,765","6,256",462,"6,718","13,937",48.2%,25.05%
第13案,嘉義縣,水上鄉,"11,291","10,944","22,235","1,289","23,524","43,857",53.64%,25.75%
第13案,嘉義縣,中埔鄉,"8,874","8,617","17,491","1,105","18,596","39,139",47.51%,22.67%
第13案,嘉義縣,竹崎鄉,"7,748","7,724","15,472",976,"16,448","31,228",52.67%,24.81%
